hu_ngram,n,en_word,en_pron,cost,count
bú + s,2,bush,b ʊ ʃ,1.84,1
csik + i,2,pick,p ɪ k,1.84,1
de + je,2,death,d ɛ θ,1.84,1
dom + i,2,dog,d ɔ g,1.84,1
dony + i,2,dog,d ɔ g,1.84,1
dor + i,2,dog,d ɔ g,1.84,1
dá + k,2,dick,d ɪ k,1.84,1
dá + s,2,dish,d ɪ ʃ,1.84,1
dá + t,2,date,d eɪ t,1.84,1
dő + s,2,dish,d ɪ ʃ,1.84,1
e + képp,2,x,ɛ k s,1.84,1
ek + asz,2,x,ɛ k s,1.84,1
ek + lye,2,x,ɛ k s,1.84,1
ek + lyé,2,x,ɛ k s,1.84,1
ekt + je,2,x,ɛ k s,1.84,1
ekv + ő,2,x,ɛ k s,1.84,1
en + co,2,end,ɛ n d,1.84,1
en + e,2,end,ɛ n d,1.84,1
en + i,2,end,ɛ n d,1.84,1
en + ka,2,inc,ɪ ŋ k,1.84,1
en + ko,2,inc,ɪ ŋ k,1.84,1
en + ká,2,inc,ɪ ŋ k,1.84,1
en + za,2,end,ɛ n d,1.84,1
en + zo,2,end,ɛ n d,1.84,1
en + ád,2,end,ɛ n d,1.84,1
en + ál,2,end,ɛ n d,1.84,1
encs + i,2,end,ɛ n d,1.84,1
ent + i,2,end,ɛ n d,1.84,1
esd + i,2,end,ɛ n d,1.84,1
fej + e,2,fell,f ɛ l,1.84,1
fer + re,2,fell,f ɛ l,1.84,1
fut + ja,2,full,f ʊ l,1.84,1
fut + sz,2,full,f ʊ l,1.84,1
fá + n,2,fun,f ʌ n,1.84,1
fá + t,2,fight,f aɪ t,1.84,1
fő + n,2,fun,f ʌ n,1.84,1
fő + s,2,fish,f ɪ ʃ,1.84,1
fő + t,2,fight,f aɪ t,1.84,1
gen + i,2,when,w ɛ n,1.84,1
gyer + e,2,jeff,dʒ ɛ f,1.84,1
gyí + k,2,jack,dʒ æ k,1.84,1
hegy + e,2,head,h ɛ d,1.84,1
hen + ri,2,head,h ɛ d,1.84,1
het + e,2,get,g ɛ t,1.84,1
hipp + i,2,his,h ɪ z,1.84,1
hopp + á,2,hall,h ɔ l,1.84,1
hossz + a,2,hall,h ɔ l,1.84,1
hoz + zá,2,hall,h ɔ l,1.84,1
hó + d,2,had,h æ d,1.84,1
hő + t,2,hit,h ɪ t,1.84,1
i + tat,2,it's,ɪ t s,1.84,1
i + től,2,it's,ɪ t s,1.84,1
ics + ka,2,inc,ɪ ŋ k,1.84,1
id + ke,2,it's,ɪ t s,1.84,1
il + da,2,old,oʊ l d,1.84,1
in + da,2,and,ʌ n d,1.84,1
in + go,2,inc,ɪ ŋ k,1.84,1
in + ta,2,ain't,eɪ n t,1.84,1
in + tu,2,ain't,eɪ n t,1.84,1
in + tá,2,ain't,eɪ n t,1.84,1
ing + e,2,inc,ɪ ŋ k,1.84,1
int + e,2,ain't,eɪ n t,1.84,1
int + i,2,ain't,eɪ n t,1.84,1
int + ő,2,ain't,eɪ n t,1.84,1
it + an,2,it's,ɪ t s,1.84,1
it + as,2,it's,ɪ t s,1.84,1
it + at,2,it's,ɪ t s,1.84,1
it + i,2,it's,ɪ t s,1.84,1
it + ri,2,it's,ɪ t s,1.84,1
it + án,2,it's,ɪ t s,1.84,1
it + ánny,2,it's,ɪ t s,1.84,1
it + ár,2,it's,ɪ t s,1.84,1
it + ót,2,it's,ɪ t s,1.84,1
jegy + ű,2,yet,j ɛ t,1.84,1
jel + re,2,yet,j ɛ t,1.84,1
jes + i,2,yet,j ɛ t,1.84,1
jim + i,2,him,h ɪ m,1.84,1
jo + ac,2,y'all,j ɔ l,1.84,1
jog + ú,2,y'all,j ɔ l,1.84,1
jó + d,2,you'd,j u d,1.84,1
jó + l,2,you'll,j u l,1.84,1
jó + t,2,yet,j ɛ t,1.84,1
jú + t,2,yet,j ɛ t,1.84,1
kedd + i,2,ken,k ɛ n,1.84,1
kitt + i,2,king,k ɪ ŋ,1.84,1
kof + fe,2,call,k ɔ l,1.84,1
kony + i,2,call,k ɔ l,1.84,1
kup + i,2,could,k ʊ d,1.84,1
ká + s,2,cash,k æ ʃ,1.84,1
ká + t,2,cut,k ʌ t,1.84,1
leg + e,2,let,l ɛ t,1.84,1
lel + i,2,well,w ɛ l,1.84,1
lem + e,2,them,ð ɛ m,1.84,1
len + ne,2,let,l ɛ t,1.84,1
lett + e,2,let,l ɛ t,1.84,1
lett + i,2,let,l ɛ t,1.84,1
lev + i,2,love,l ʌ v,1.84,1
lil + li,2,lit,l ɪ t,1.84,1
log + ó,2,long,l ɔ ŋ,1.84,1
lor + ra,2,long,l ɔ ŋ,1.84,1
lot + te,2,long,l ɔ ŋ,1.84,1
lov + a,2,love,l ʌ v,1.84,1
lov + á,2,love,l ʌ v,1.84,1
luc + i,2,look,l ʊ k,1.84,1
lyed + ő,2,said,s ɛ d,1.84,1
lyé + t,2,yet,j ɛ t,1.84,1
lá + k,2,like,l aɪ k,1.84,1
lá + n,2,line,l aɪ n,1.84,1
lá + t,2,lot,l ɑ t,1.84,1
lé + gy,2,lodge,l ɑ dʒ,1.84,1
lé + t,2,lot,l ɑ t,1.84,1
ló + k,2,like,l aɪ k,1.84,1
lő + k,2,like,l aɪ k,1.84,1
meg + i,2,men,m ɛ n,1.84,1
mek + i,2,make,m eɪ k,1.84,1
mell + e,2,men,m ɛ n,1.84,1
men + ne,2,men,m ɛ n,1.84,1
men + nyi,2,men,m ɛ n,1.84,1
mer + i,2,men,m ɛ n,1.84,1
mer + re,2,men,m ɛ n,1.84,1
mi + be,2,miss,m ɪ s,1.84,1
mi + e,2,miss,m ɪ s,1.84,1
mis + i,2,miss,m ɪ s,1.84,1
mis + so,2,miss,m ɪ s,1.84,1
mis + szi,2,miss,m ɪ s,1.84,1
moh + a,2,mall,m ɔ l,1.84,1
mond + j,2,mall,m ɔ l,1.84,1
mos + i,2,mall,m ɔ l,1.84,1
mos + sa,2,mall,m ɔ l,1.84,1
mus + a,2,push,p ʊ ʃ,1.84,1
nej + e,2,net,n ɛ t,1.84,1
nem + e,2,them,ð ɛ m,1.84,1
nem + i,2,them,ð ɛ m,1.84,1
nesz + e,2,yes,j ɛ s,1.84,1
net + te,2,net,n ɛ t,1.84,1
net + tó,2,net,n ɛ t,1.84,1
nev + ű,2,net,n ɛ t,1.84,1
nusz + t,2,nice,n aɪ s,1.84,1
nyel + i,2,well,w ɛ l,1.84,1
nyez + ő,2,says,s ɛ z,1.84,1
ná + n,2,known,n oʊ n,1.84,1
né + t,2,not,n ɑ t,1.84,1
on + to,2,ain't,eɪ n t,1.84,1
ont + i,2,ain't,eɪ n t,1.84,1
per + e,2,pet,p ɛ t,1.84,1
per + re,2,pet,p ɛ t,1.84,1
por + rá,2,paul,p ɔ l,1.84,1
pá + n,2,pain,p eɪ n,1.84,1
qu + al,2,could,k ʊ d,1.84,1
qu + an,2,could,k ʊ d,1.84,1
ren + i,2,when,w ɛ n,1.84,1
rut + i,2,put,p ʊ t,1.84,1
seb + e,2,web,w ɛ b,1.84,1
segg + e,2,shell,ʃ ɛ l,1.84,1
seny + e,2,shell,ʃ ɛ l,1.84,1
ser + i,2,shell,ʃ ɛ l,1.84,1
ses + si,2,shell,ʃ ɛ l,1.84,1
sip + pi,2,shit,ʃ ɪ t,1.84,1
szed + je,2,said,s ɛ d,1.84,1
szem + e,2,some,s ʌ m,1.84,1
szony + i,2,song,s ɔ ŋ,1.84,1
szus + a,2,push,p ʊ ʃ,1.84,1
szus + i,2,push,p ʊ ʃ,1.84,1
szus + á,2,push,p ʊ ʃ,1.84,1
szusz + a,2,sauce,s ɔ s,1.84,1
szá + k,2,sick,s ɪ k,1.84,1
sí + k,2,shock,ʃ ɑ k,1.84,1
sí + n,2,shown,ʃ oʊ n,1.84,1
só + k,2,shock,ʃ ɑ k,1.84,1
só + z,2,she's,ʃ i z,1.84,1
te + gye,2,tell,t ɛ l,1.84,1
tel + lo,2,tell,t ɛ l,1.84,1
ten + ne,2,tell,t ɛ l,1.84,1
ter + ri,2,tell,t ɛ l,1.84,1
tes + i,2,tell,t ɛ l,1.84,1
tet + e,2,get,g ɛ t,1.84,1
ti + e,2,till,t ɪ l,1.84,1
tik + i,2,take,t eɪ k,1.84,1
til + lo,2,till,t ɪ l,1.84,1
tu + al,2,took,t ʊ k,1.84,1
tud + sz,2,took,t ʊ k,1.84,1
tus + i,2,took,t ʊ k,1.84,1
tus + á,2,took,t ʊ k,1.84,1
tusz + a,2,took,t ʊ k,1.84,1
tyá + t,2,chat,tʃ æ t,1.84,1
tyű + t,2,chat,tʃ æ t,1.84,1
té + n,2,turn,t ɝ n,1.84,1
té + t,2,taught,t ɔ t,1.84,1
tő + t,2,taught,t ɔ t,1.84,1
tű + k,2,take,t eɪ k,1.84,1
tű + t,2,taught,t ɔ t,1.84,1
uld + ó,2,old,oʊ l d,1.84,1
un + ka,2,inc,ɪ ŋ k,1.84,1
un + ta,2,ain't,eɪ n t,1.84,1
vel + e,2,well,w ɛ l,1.84,1
vid + i,2,did,d ɪ d,1.84,1
viz + e,2,his,h ɪ z,1.84,1
viz + ű,2,his,h ɪ z,1.84,1
vé + d,2,void,v ɔɪ d,1.84,1
vé + n,2,van,v æ n,1.84,1
zen + i,2,when,w ɛ n,1.84,1
án + t,2,ain't,eɪ n t,1.84,1
é + nk,2,inc,ɪ ŋ k,1.84,1
él + d,2,old,oʊ l d,1.84,1
ai + t,2,sweet,s w i t,1.858,63
ok + on,2,skin,s k ɪ n,1.858,27
ad + ul,2,school,s k u l,1.858,18
oz + ik,2,click,k l ɪ k,1.858,11
or + ol,2,small,s m ɔ l,1.858,10
ko + or,2,called,k ɔ l d,1.858,9
op + er,2,spell,s p ɛ l,1.858,8
alud + t,2,blues,b l u z,1.858,7
on + ok,2,snake,s n eɪ k,1.858,6
új + ul,2,school,s k u l,1.858,6
ac + it,2,sweet,s w i t,1.858,5
ol + or,2,blog,b l ɔ g,1.858,5
od + ik,2,click,k l ɪ k,1.858,4
om + on,2,small,s m ɔ l,1.858,4
ot + er,2,step,s t ɛ p,1.858,4
te + ol,2,tells,t ɛ l z,1.858,4
ár + ul,2,school,s k u l,1.858,4
ós + ul,2,school,s k u l,1.858,4
ok + ig,2,skin,s k ɪ n,1.858,3
ol + is,2,click,k l ɪ k,1.858,3
ot + on,2,stone,s t oʊ n,1.858,3
wo + od,2,called,k ɔ l d,1.858,3
ab + iz,2,please,p l i z,1.858,2
af + iz,2,please,p l i z,1.858,2
ak + usz,2,school,s k u l,1.858,2
an + iv,2,steve,s t i v,1.858,2
ar + iz,2,please,p l i z,1.858,2
go + od,2,called,k ɔ l d,1.858,2
le + on,2,left,l ɛ f t,1.858,2
le + op,2,left,l ɛ f t,1.858,2
ol + od,2,played,p l eɪ d,1.858,2
ol + ok,2,black,b l æ k,1.858,2
om + et,2,smell,s m ɛ l,1.858,2
om + ul,2,small,s m ɔ l,1.858,2
on + egy,2,pledge,p l ɛ dʒ,1.858,2
on + ik,2,click,k l ɪ k,1.858,2
ot + in,2,still,s t ɪ l,1.858,2
po + ol,2,small,s m ɔ l,1.858,2
ra + ul,2,school,s k u l,1.858,2
ák + us,2,school,s k u l,1.858,2
ány + ul,2,school,s k u l,1.858,2
ás + ul,2,school,s k u l,1.858,2
abb + ul,2,school,s k u l,1.858,1
alud + j,2,blues,b l u z,1.858,1
an + it,2,sweet,s w i t,1.858,1
an + niv,2,steve,s t i v,1.858,1
annyi + t,2,sweet,s w i t,1.858,1
ar + it,2,sweet,s w i t,1.858,1
bo + ot,2,built,b ɪ l t,1.858,1
ge + od,2,held,h ɛ l d,1.858,1
ge + of,2,self,s ɛ l f,1.858,1
ge + ot,2,left,l ɛ f t,1.858,1
já + ul,2,school,s k u l,1.858,1
lo + ok,2,link,l ɪ ŋ k,1.858,1
obb + ik,2,click,k l ɪ k,1.858,1
od + il,2,still,s t ɪ l,1.858,1
of + ik,2,click,k l ɪ k,1.858,1
of + il,2,still,s t ɪ l,1.858,1
og + ol,2,small,s m ɔ l,1.858,1
ok + om,2,scheme,s k i m,1.858,1
ok + ot,2,scott,s k ɑ t,1.858,1
ol + et,2,flight,f l aɪ t,1.858,1
ol + ett,2,flesh,f l ɛ ʃ,1.858,1
ol + ij,2,click,k l ɪ k,1.858,1
ol + om,2,claim,k l eɪ m,1.858,1
ol + os,2,blog,b l ɔ g,1.858,1
om + en,2,smell,s m ɛ l,1.858,1
om + ic,2,smith,s m ɪ θ,1.858,1
om + os,2,small,s m ɔ l,1.858,1
om + ot,2,small,s m ɔ l,1.858,1
on + in,2,skin,s k ɪ n,1.858,1
or + es,2,flesh,f l ɛ ʃ,1.858,1
ot + ot,2,state,s t eɪ t,1.858,1
ot + ov,2,steve,s t i v,1.858,1
oz + ol,2,small,s m ɔ l,1.858,1
pa + ul,2,school,s k u l,1.858,1
to + on,2,talks,t ɔ k s,1.858,1
ó + hiv,2,steve,s t i v,1.858,1
tör + t,2,don't,d oʊ n t,1.87,15
tör + ő,2,told,t oʊ l d,1.87,10
őr + ök,2,smoke,s m oʊ k,1.87,9
ör + ök,2,smoke,s m oʊ k,1.87,8
üt + ött,2,stone,s t oʊ n,1.87,8
kör + é,2,cold,k oʊ l d,1.87,7
ül + ött,2,close,k l oʊ s,1.87,6
jös + sz,2,notes,n oʊ t s,1.87,4
ó + köz,2,scope,s k oʊ p,1.87,4
ön + ök,2,smoke,s m oʊ k,1.87,4
böz + ő,2,bold,b oʊ l d,1.87,3
kör + t,2,don't,d oʊ n t,1.87,3
ük + ön,2,skin,s k ɪ n,1.87,3
ül + jön,2,stone,s t oʊ n,1.87,3
ül + ök,2,black,b l æ k,1.87,3
könny + ű,2,cold,k oʊ l d,1.87,2
köz + t,2,don't,d oʊ n t,1.87,2
köz + ő,2,cold,k oʊ l d,1.87,2
s + köd,2,scope,s k oʊ p,1.87,2
ös + ök,2,smoke,s m oʊ k,1.87,2
öt + ös,2,stone,s t oʊ n,1.87,2
őd + jön,2,stone,s t oʊ n,1.87,2
ők + öv,2,scope,s k oʊ p,1.87,2
ak + öv,2,scope,s k oʊ p,1.87,1
döz + ő,2,don't,d oʊ n t,1.87,1
göny + t,2,don't,d oʊ n t,1.87,1
kör + ű,2,cold,k oʊ l d,1.87,1
köv + é,2,cold,k oʊ l d,1.87,1
köz + zé,2,cold,k oʊ l d,1.87,1
lök + t,2,don't,d oʊ n t,1.87,1
szög + é,2,sold,s oʊ l d,1.87,1
szök + ő,2,six,s ɪ k s,1.87,1
sör + t,2,don't,d oʊ n t,1.87,1
töv + é,2,told,t oʊ l d,1.87,1
öb + ön,2,stone,s t oʊ n,1.87,1
ök + kön,2,stone,s t oʊ n,1.87,1
e + kor,2,x,ɛ k s,1.89,5
it + or,2,it's,ɪ t s,1.89,4
dug + ó,2,dude,d u d,1.89,2
ek + om,2,x,ɛ k s,1.89,2
en + or,2,end,ɛ n d,1.89,1
it + ol,2,it's,ɪ t s,1.89,1
jut + sz,2,use,j u s,1.89,1
mo + on,2,mall,m ɔ l,1.89,1
muff + i,2,move,m u v,1.89,1
rusz + i,2,use,j u s,1.89,1
os + ul,2,school,s k u l,1.895,12
bo + ur,2,blues,b l u z,1.895,3
ony + ul,2,school,s k u l,1.895,3
bo + ul,2,blues,b l u z,1.895,1
od + id,2,speed,s p i d,1.895,1
ok + uk,2,school,s k u l,1.895,1
ol + ul,2,blues,b l u z,1.895,1
ot + tul,2,school,s k u l,1.895,1
jöv + ő,2,you've,j u v,1.907,15
öl + és,2,old,oʊ l d,1.907,8
köz + i,2,those,ð oʊ z,1.907,7
ön + ös,2,owned,oʊ n d,1.907,6
ön + él,2,owned,oʊ n d,1.907,4
kör + e,2,code,k oʊ d,1.907,3
kör + i,2,code,k oʊ d,1.907,3
öl + i,2,old,oʊ l d,1.907,3
önt + ő,2,ain't,eɪ n t,1.907,3
löv + i,2,love,l ʌ v,1.907,2
tör + i,2,tone,t oʊ n,1.907,2
zöm + é,2,home,h oʊ m,1.907,2
öl + ni,2,old,oʊ l d,1.907,2
ön + áll,2,owned,oʊ n d,1.907,2
ön + ül,2,owned,oʊ n d,1.907,2
dös + sze,2,dose,d oʊ s,1.907,1
kör + re,2,code,k oʊ d,1.907,1
kös + se,2,code,k oʊ d,1.907,1
köv + e,2,code,k oʊ d,1.907,1
köz + e,2,those,ð oʊ z,1.907,1
löv + ő,2,love,l ʌ v,1.907,1
szög + e,2,soul,s oʊ l,1.907,1
ször + i,2,soul,s oʊ l,1.907,1
szösz + i,2,soul,s oʊ l,1.907,1
tök + i,2,take,t eɪ k,1.907,1
zöm + e,2,home,h oʊ m,1.907,1
öl + ve,2,old,oʊ l d,1.907,1
ölcs + e,2,old,oʊ l d,1.907,1
ölcs + é,2,old,oʊ l d,1.907,1
ön + ít,2,owned,oʊ n d,1.907,1
önt + i,2,ain't,eɪ n t,1.907,1
önt + sd,2,owned,oʊ n d,1.907,1
at + i,2,still,s t ɪ l,1.92,29
ít + i,2,still,s t ɪ l,1.92,21
út + i,2,still,s t ɪ l,1.92,6
ék + e,2,sketch,s k ɛ tʃ,1.92,3
él + i,2,click,k l ɪ k,1.92,3
al + i,2,click,k l ɪ k,1.92,2
bb + re,2,bless,b l ɛ s,1.92,2
ap + i,2,spin,s p ɪ n,1.92,1
bb + je,2,bless,b l ɛ s,1.92,1
st + i,2,still,s t ɪ l,1.92,1
át + i,2,still,s t ɪ l,1.92,1
él + e,2,flesh,f l ɛ ʃ,1.92,1
ét + i,2,still,s t ɪ l,1.92,1
ól + i,2,click,k l ɪ k,1.92,1
fo + un,2,flew,f l u,1.94,1
on + öt,2,snow,s n oʊ,1.957,1
it + ika,2,sticks,s t ɪ k s,1.96,11
emel + t,2,smells,s m ɛ l z,1.96,9
it + iká,2,sticks,s t ɪ k s,1.96,9
el + rend,2,spend,s p ɛ n d,1.96,4
et + ika,2,sticks,s t ɪ k s,1.96,3
ir + end,2,spend,s p ɛ n d,1.96,3
em + ent,2,spent,s p ɛ n t,1.96,2
emel + ő,2,smells,s m ɛ l z,1.96,2
ül + ünk,2,blank,b l æ ŋ k,1.96,2
ek + end,2,spend,s p ɛ n d,1.96,1
emel + d,2,smells,s m ɛ l z,1.96,1
en + ix,2,sticks,s t ɪ k s,1.96,1
id + ent,2,spent,s p ɛ n t,1.96,1
igen + t,2,spent,s p ɛ n t,1.96,1
ilyen + t,2,spent,s p ɛ n t,1.96,1
spe + ed,2,spend,s p ɛ n d,1.96,1
ur + ent,2,spent,s p ɛ n t,1.96,1
él + ünk,2,blank,b l æ ŋ k,1.96,1
ol + i,2,click,k l ɪ k,1.97,1
om + i,2,smith,s m ɪ θ,1.97,1
ek + ula,2,schools,s k u l z,1.99,1
ek + ulá,2,schools,s k u l z,1.99,1
ik + ula,2,schools,s k u l z,1.99,1
poén + t,2,plant,p l æ n t,1.99,1
el + önt,2,plant,p l æ n t,2.0,1
min + den,2,min,m ɪ n,2.04,42
fel + hasz,2,fell,f ɛ l,2.04,24
del + kez,2,del,d ɛ l,2.04,22
leszt + és,2,less,l ɛ s,2.04,21
fel + vét,2,fell,f ɛ l,2.04,20
felel + ő,2,fell,f ɛ l,2.04,19
fel + ejt,2,fell,f ɛ l,2.04,14
don + ság,2,dawn,d ɔ n,2.04,13
fel + hív,2,fell,f ɛ l,2.04,11
fel + kel,2,fell,f ɛ l,2.04,11
fel + kész,2,fell,f ɛ l,2.04,10
fel + szín,2,fell,f ɛ l,2.04,10
koz + tat,2,cos,k ɔ s,2.04,9
le + tart,2,let,l ɛ t,2.04,9
min + degy,2,min,m ɪ n,2.04,9
til + tak,2,till,t ɪ l,2.04,9
be + tölt,2,bet,b ɛ t,2.04,8
ki + mond,2,kim,k ɪ m,2.04,8
ki + tart,2,kit,k ɪ t,2.04,8
le + tölt,2,let,l ɛ t,2.04,8
ki + dolg,2,kid,k ɪ d,2.04,7
koz + tak,2,cos,k ɔ s,2.04,7
koz + tam,2,cos,k ɔ s,2.04,7
let + ei,2,let,l ɛ t,2.04,7
vonal + á,2,von,v ɔ n,2.04,7
vonul + t,2,von,v ɔ n,2.04,7
fel + fog,2,fell,f ɛ l,2.04,6
fel + füg,2,fell,f ɛ l,2.04,6
fel + mér,2,fell,f ɛ l,2.04,6
film + ek,2,fill,f ɪ l,2.04,6
ki + képz,2,kick,k ɪ k,2.04,6
koz + hat,2,cos,k ɔ s,2.04,6
szint + es,2,sin,s ɪ n,2.04,6
bele + egy,2,bell,b ɛ l,2.04,5
fel + kér,2,fell,f ɛ l,2.04,5
fel + száll,2,fell,f ɛ l,2.04,5
felel + t,2,fell,f ɛ l,2.04,5
jeszt + és,2,yes,j ɛ s,2.04,5
leszt + ett,2,less,l ɛ s,2.04,5
met + rik,2,met,m ɛ t,2.04,5
min + dan,2,min,m ɪ n,2.04,5
szek + rény,2,sec,s ɛ k,2.04,5
tilt + ott,2,till,t ɪ l,2.04,5
dip + lom,2,dip,d ɪ p,2.04,4
exu + ál,2,x,ɛ k s,2.04,4
fedez + t,2,fed,f ɛ d,2.04,4
fel + szab,2,fell,f ɛ l,2.04,4
jeszt + ett,2,yes,j ɛ s,2.04,4
ki + tölt,2,kit,k ɪ t,2.04,4
lesz + ked,2,less,l ɛ s,2.04,4
tin + ens,2,tin,t ɪ n,2.04,4
vonal + ú,2,von,v ɔ n,2.04,4
be + tart,2,bet,b ɛ t,2.04,3
be + tilt,2,bet,b ɛ t,2.04,3
bolt + ok,2,ball,b ɔ l,2.04,3
fel + hoz,2,fell,f ɛ l,2.04,3
fel + háb,2,fell,f ɛ l,2.04,3
fel + old,2,fell,f ɛ l,2.04,3
fel + vesz,2,fell,f ɛ l,2.04,3
fel + vet,2,fell,f ɛ l,2.04,3
fel + vid,2,fell,f ɛ l,2.04,3
fel + von,2,fell,f ɛ l,2.04,3
film + jé,2,fill,f ɪ l,2.04,3
jesz + ked,2,yes,j ɛ s,2.04,3
jeszt + et,2,yes,j ɛ s,2.04,3
kol + bász,2,call,k ɔ l,2.04,3
kon + kur,2,kong,k ɔ ŋ,2.04,3
meszt + és,2,mess,m ɛ s,2.04,3
mintá + k,2,min,m ɪ n,2.04,3
szek + tor,2,sec,s ɛ k,2.04,3
sziklá + k,2,sick,s ɪ k,2.04,3
szin + gap,2,sing,s ɪ ŋ,2.04,3
szint + ek,2,sin,s ɪ n,2.04,3
tek + ercs,2,tech,t ɛ k,2.04,3
tel + tA/,2,tell,t ɛ l,2.04,3
ten + zív,2,ten,t ɛ n,2.04,3
tilt + tA/,2,till,t ɪ l,2.04,3
von + tA/,2,von,v ɔ n,2.04,3
vonal + a,2,von,v ɔ n,2.04,3
bel + gyógy,2,bell,b ɛ l,2.04,2
ben + nszül,2,ben,b ɛ n,2.04,2
bolt + on,2,ball,b ɔ l,2.04,2
bolt + ot,2,ball,b ɔ l,2.04,2
den + ség,2,den,d ɛ n,2.04,2
dik + tat,2,dick,d ɪ k,2.04,2
ex + ped,2,x,ɛ k s,2.04,2
fedez + i,2,fed,f ɛ d,2.04,2
fedez + ő,2,fed,f ɛ d,2.04,2
fel + dob,2,fell,f ɛ l,2.04,2
fel + ei,2,fell,f ɛ l,2.04,2
fel + fed,2,fell,f ɛ l,2.04,2
fel + fegy,2,fell,f ɛ l,2.04,2
fel + fúj,2,fell,f ɛ l,2.04,2
fel + hagy,2,fell,f ɛ l,2.04,2
fel + húz,2,fell,f ɛ l,2.04,2
fel + kap,2,fell,f ɛ l,2.04,2
fel + men,2,fell,f ɛ l,2.04,2
fel + mász,2,fell,f ɛ l,2.04,2
fel + oszt,2,fell,f ɛ l,2.04,2
felett + i,2,fell,f ɛ l,2.04,2
felhő + k,2,fell,f ɛ l,2.04,2
felső + bb,2,fell,f ɛ l,2.04,2
felé + nk,2,fell,f ɛ l,2.04,2
film + es,2,fill,f ɪ l,2.04,2
film + et,2,fill,f ɪ l,2.04,2
film + műv,2,fill,f ɪ l,2.04,2
fotó + i,2,fought,f ɔ t,2.04,2
hel + sin,2,hell,h ɛ l,2.04,2
him + nusz,2,him,h ɪ m,2.04,2
hold + at,2,hall,h ɔ l,2.04,2
holmi + k,2,hall,h ɔ l,2.04,2
kil + enc,2,kill,k ɪ l,2.04,2
kol + tA/,2,call,k ɔ l,2.04,2
kosz + orú,2,cos,k ɔ s,2.04,2
kosz + ovó,2,cos,k ɔ s,2.04,2
leszt + et,2,less,l ɛ s,2.04,2
let + ben,2,lead,l ɛ d,2.04,2
met + rop,2,met,m ɛ t,2.04,2
mik + rosz,2,mc,m ɪ k,2.04,2
min + dör,2,min,m ɪ n,2.04,2
min + dös,2,min,m ɪ n,2.04,2
min + táz,2,min,m ɪ n,2.04,2
pisz + toly,2,piss,p ɪ s,2.04,2
piszk + os,2,piss,p ɪ s,2.04,2
szen + zor,2,sen,s ɛ n,2.04,2
szent + ség,2,sen,s ɛ n,2.04,2
szint + en,2,sin,s ɪ n,2.04,2
teknő + s,2,tech,t ɛ k,2.04,2
telek + i,2,tell,t ɛ l,2.04,2
ten + zit,2,ten,t ɛ n,2.04,2
tilt + ás,2,till,t ɪ l,2.04,2
tokl + ás,2,talk,t ɔ k,2.04,2
vonz + ott,2,von,v ɔ n,2.04,2
bel + biz,2,bell,b ɛ l,2.04,1
bel + mon,2,bell,b ɛ l,2.04,1
bel + pol,2,bell,b ɛ l,2.04,1
bel + sől,2,bell,b ɛ l,2.04,1
bele + es,2,bell,b ɛ l,2.04,1
belgá + k,2,bell,b ɛ l,2.04,1
belé + nk,2,bell,b ɛ l,2.04,1
belül + i,2,bell,b ɛ l,2.04,1
belül + re,2,bell,b ɛ l,2.04,1
belől + e,2,bell,b ɛ l,2.04,1
ben + csik,2,ben,b ɛ n,2.04,1
bencé + s,2,ben,b ɛ n,2.04,1
bet + egsz,2,bet,b ɛ t,2.04,1
bet + hes,2,bet,b ɛ t,2.04,1
beton + t,2,bet,b ɛ t,2.04,1
betű + je,2,bet,b ɛ t,2.04,1
bil + incs,2,bill,b ɪ l,2.04,1
bol + dizs,2,ball,b ɔ l,2.04,1
bol + dog,2,ball,b ɔ l,2.04,1
bol + sev,2,ball,b ɔ l,2.04,1
bolt + ba,2,ball,b ɔ l,2.04,1
bolt + os,2,ball,b ɔ l,2.04,1
bul + ban,2,bull,b ʊ l,2.04,1
bul + ldog,2,bull,b ʊ l,2.04,1
buli + ba,2,bull,b ʊ l,2.04,1
buli + ja,2,bull,b ʊ l,2.04,1
buli + ra,2,bull,b ʊ l,2.04,1
dekli + k,2,deck,d ɛ k,2.04,1
delm + ek,2,del,d ɛ l,2.04,1
delm + et,2,del,d ɛ l,2.04,1
den + hol,2,den,d ɛ n,2.04,1
den + hon,2,den,d ɛ n,2.04,1
den + szen,2,den,d ɛ n,2.04,1
den + zát,2,den,d ɛ n,2.04,1
det + leg,2,debt,d ɛ t,2.04,1
det + len,2,debt,d ɛ t,2.04,1
dex + .hu,2,deck,d ɛ k,2.04,1
dez + ked,2,des,d ɛ s,2.04,1
dik + tát,2,dick,d ɪ k,2.04,1
dis + cov,2,dish,d ɪ ʃ,2.04,1
dis + ney,2,dish,d ɪ ʃ,2.04,1
don + ézi,2,dawn,d ɔ n,2.04,1
eksz + ünk,2,x,ɛ k s,2.04,1
en + dent,2,end,ɛ n d,2.04,1
en + dless,2,end,ɛ n d,2.04,1
en + dula,2,end,ɛ n d,2.04,1
en + dári,2,end,ɛ n d,2.04,1
endő + en,2,end,ɛ n d,2.04,1
ent + ben,2,end,ɛ n d,2.04,1
ex + pon,2,x,ɛ k s,2.04,1
ex + por,2,x,ɛ k s,2.04,1
ex + ten,2,x,ɛ k s,2.04,1
fedez + d,2,fed,f ɛ d,2.04,1
fedez + ze,2,fed,f ɛ d,2.04,1
